0,21.53,40.99,34.3,17.54,74.92
21.53,0,51.34,46.09,33.43,53.48
40.99,51.34,0,6.96,24.02,92.49
34.3,46.09,6.96,0,17.13,90.02
17.54,33.43,24.02,17.13,0,83.35
74.92,53.48,92.49,90.02,83.35,0
